Set,Code,Release Date,Number in the set,Card Name,Rarity,Text,Mana Cost,Type,Power,Toughness,CMC,Artist,Standard
Unhinged,UNH,11/20/2004,89,Six-y Beast,Uncommon,"As Six-y Beast enters the battlefield, you secretly put six or fewer +1/+1 counters on it, then an opponent guesses the number of counters. If that player guesses right, sacrifice Six-y Beast after it enters the battlefield.",{3}{R},Creature,0,0,4,Anson Maddocks,No
Unhinged,UNH,11/20/2004,90,Touch and Go,Common,"Destroy target land.
Gotcha — If an opponent touches his or her face, you may say ""Gotcha"" When you do, return Touch and Go from your graveyard to your hand.",{3}{R},Sorcery,,,4,Ben Thompson,No
Unhinged,UNH,11/20/2004,91,Yet Another Aether Vortex,Rare,"All creatures have haste.
Players play with the top card of their libraries revealed.
Noninstant, nonsorcery cards on top of a library are on the battlefield under their owner's control in addition to being in that library.",{3}{R}{R},Enchantment,,,5,David Day,No
Unhinged,UNH,11/20/2004,92,B-I-N-G-O,Rare,"Trample
Whenever a player casts a spell, put a chip counter on its converted mana cost.
B-I-N-G-O gets +9/+9 for each set of three numbers in a row with chip counters on them.",{1}{G},Creature,1,1,2,Ron Spencer,No
Unhinged,UNH,11/20/2004,93,Creature Guy,Uncommon,"Gotcha — If an opponent says ""creature"" or ""guy,"" you may say ""Gotcha"" When you do, return Creature Guy from your graveyard to your hand.",{3}{G},Creature,3,3,4,Jeff Easley,No
Unhinged,UNH,11/20/2004,94,Elvish House Party,Uncommon,"Elvish House Party's power and toughness are each equal to the current hour, using the twelve-hour system.",{4}{G}{G},Creature,*,*,6,Thomas Manning,No
Unhinged,UNH,11/20/2004,95,Fat Ass,Common,Fat Ass gets +2/+2 and has trample as long as you're eating. (Gum isn't food. We checked.),{4}{G},Creature,2,3½,5,Jeremy Jarvis,No
Unhinged,UNH,11/20/2004,96,Form of the Squirrel,Rare,"As Form of the Squirrel enters the battlefield, create a 1/1 green Squirrel creature token. You lose the game when that creature leaves the battlefield.
Creatures can't attack you.
You have shroud.
You can't cast spells.",{G},Enchantment,,,1,Carl Critchlow,No
Unhinged,UNH,11/20/2004,97,Fraction Jackson,Rare,"{G}, {T}: Return target card with a ½ on it from your graveyard to your hand.",{2}{G},Creature,1,1½,3,Mark Poole,No
Unhinged,UNH,11/20/2004,98,Gluetius Maximus,Uncommon,"As Gluetius Maximus enters the battlefield, an opponent chooses one of your fingers. (Thumbs are fingers, too.)
When the chosen finger isn't touching Gluetius Maximus, sacrifice Gluetius Maximus.",{3}{G}{G},Creature,5,5,5,Jeff Easley,No
Unhinged,UNH,11/20/2004,99,Granny's Payback,Uncommon,You gain life equal to your age.,{7}{G},Sorcery,,,8,Joel Thomas,No
Unhinged,UNH,11/20/2004,100,Graphic Violence,Common,All creatures with art by the artist of your choice get +2/+2 and gain trample until end of turn.,{2}{G},Instant,,,3,Wayne “King of” England,No
Unhinged,UNH,11/20/2004,101,Keeper of the Sacred Word,Common,"As Keeper of the Sacred Word enters the battlefield, choose a word.
Whenever an opponent says the chosen word, Keeper of the Sacred Word gets +3/+3 until end of turn.",{2}{G},Creature,2,3,3,Dany Orizio,No
Unhinged,UNH,11/20/2004,102,Land Aid '04,Common,"Search your library for a basic land card, put that card onto the battlefield tapped, then shuffle your library. If you sang a song the whole time you were searching and shuffling, you may untap that land.",{G}{G},Sorcery,,,2,Jim Nelson,No
Unhinged,UNH,11/20/2004,103,Laughing Hyena,Common,"Gotcha — If an opponent laughs, you may say ""Gotcha"" When you do, return Laughing Hyena from your graveyard to your hand.",{1}{G},Creature,2,2,2,Mark Poole,No
Unhinged,UNH,11/20/2004,104,Monkey Monkey Monkey,Common,"As Monkey Monkey Monkey enters the battlefield, choose a letter.
Monkey Monkey Monkey gets +1/+1 for each nonland permanent whose name begins with the chosen letter.",{3}{G},Creature,1,1,4,Liz Danforth,No
Unhinged,UNH,11/20/2004,105,Name Dropping,Uncommon,"Gotcha — If an opponent says a word that's in the name of a card in your graveyard, you may say ""Gotcha"" When you do, return that card to your hand.",{1}{G},Enchantment,,,2,Tony Szczudlo,No
Unhinged,UNH,11/20/2004,106,Old Fogey,Rare,"Phasing, cumulative upkeep {1}, echo {G}{G}, fading 3, bands with other Dinosaurs, protection from Homarids, snow-covered plainswalk, flanking, rampage 2",{G}{G},Creature,7,7,2,Douglas Shuler,No
Unhinged,UNH,11/20/2004,107,Our Market Research Shows That Players Like Really Long Card Names So We Made this Card to Have the Absolute Longest Card Name Ever Elemental,Common,"Art rampage 2 (Whenever this creature becomes blocked by a creature, it gets +2/+2 for each creature in the blocker's art beyond the first.)",{1}{G}{G},Creature,2,2,3,Greg Hildebrandt,No
Unhinged,UNH,11/20/2004,108,Remodel,Common,"If you control two or more green permanents that share an artist, you may cast Remodel without paying its mana cost.
Exile target artifact.",{2}{G},Instant,,,3,Lars Grant-“Wild Wild”-West,No
Unhinged,UNH,11/20/2004,109,Shoe Tree,Common,"Shoe Tree enters the battlefield with up to two shoe counters on it. Use your shoes as counters.
Shoe Tree gets +1/+1 for each shoe counter on it.",{4}{G},Creature,3,3,5,Francis Tsai,No
Unhinged,UNH,11/20/2004,110,Side to Side,Uncommon,"You and target opponent arm-wrestle. If you win, create a 3/3 green Ape creature token.",{2}{G},Instant,,,3,Jim Nelson,No
Unhinged,UNH,11/20/2004,111,S.N.O.T.,Common,"You may have S.N.O.T. enter the battlefield stuck to another creature named S.N.O.T. If you do, all those creatures form a single creature.
S.N.O.T.'s power and toughness are each equal to the square of the number of cards named S.N.O.T. stuck together to form it. (One is a 1/1, two are a 4/4, three are a 9/9, and four are a 16/16. If you manage to get -1 S.N.O.T.s stuck together, it's a 1/1.)",{G},Creature,*²,*²,1,Cyril Van Der Haegen,No
Unhinged,UNH,11/20/2004,112,Stone-Cold Basilisk,Uncommon,"Whenever Stone-Cold Basilisk blocks or becomes blocked by a creature with fewer letters in its name, destroy that creature at end of combat. (Punctuation and spaces aren't letters.)
Whenever an opponent reads Stone-Cold Basilisk, that player is turned to stone until end of turn. Stoned players can't attack, block, cast spells, or activate abilities.",{4}{G},Creature,2½,5,5,Don Hazeltine,No
Unhinged,UNH,11/20/2004,113,Supersize,Common,Target creature gets +3½/+3½ until end of turn.,{1}{G},Instant,,,2,DiTerlizzi,No
Unhinged,UNH,11/20/2004,114,Symbol Status,Uncommon,Create a 1/1 colorless Expansion-Symbol creature token for each different expansion symbol among permanents you control.,{2}{G}{G},Sorcery,,,4,Liz Danforth,No
Unhinged,UNH,11/20/2004,115,Uktabi Kong,Rare,"Trample
When Uktabi Kong enters the battlefield, destroy all artifacts.
Tap two untapped Apes you control: Create a 1/1 green Ape creature token.",{5}{G}{G}{G},Creature,8,8,8,Una Fricker,No
Unhinged,UNH,11/20/2004,116,"""Ach! Hans, Run!""",Rare,"At the beginning of your upkeep, you may say ""Ach! Hans, run! It's the . . ."" and name a creature card. If you do, search your library for the named card, put it into play, then shuffle your library. That creature has haste. Remove it from the game at end of turn.",{2}{R}{R}{G}{G},Enchantment,,,6,Quinton Hoover,No
Unhinged,UNH,11/20/2004,117,Ass Whuppin',Rare,Destroy target silver-bordered permanent in any game you can see from your seat.,{1}{W}{B},Sorcery,,,3,Don Hazeltine,No
Unhinged,UNH,11/20/2004,118,Meddling Kids,Rare,"As Meddling Kids enters the battlefield, choose a word with four or more letters.
Spells with the chosen word in their text box can't be cast.",{2}{W}{U},Creature,2,3,4,Christopher Moeller,No
Unhinged,UNH,11/20/2004,119,Rare-B-Gone,Rare,"Each player sacrifices all permanents that are rare or mythic rare, then each player reveals his or her hand and discards all cards that are rare or mythic rare.",{2}{B}{R},Sorcery,,,4,John Matson,No
Unhinged,UNH,11/20/2004,120a,Who,Rare,Target player gains X life.,{X}{W},Instant,,,1,Dan Frazier,No
Unhinged,UNH,11/20/2004,120b,What,Rare,Destroy target artifact.,{2}{R},Instant,,,3,Dan Frazier,No
Unhinged,UNH,11/20/2004,120c,When,Rare,Counter target creature spell.,{2}{U},Instant,,,3,Dan Frazier,No
Unhinged,UNH,11/20/2004,120d,Where,Rare,Destroy target land.,{3}{B},Instant,,,4,Dan Frazier,No
Unhinged,UNH,11/20/2004,120e,Why,Rare,Destroy target enchantment.,{1}{G},Instant,,,2,Dan Frazier,No
Unhinged,UNH,11/20/2004,121,Gleemax,Rare,You choose all targets for all spells and abilities.,{1000000},Artifact,,,1000000,Richard Thomas,No
Unhinged,UNH,11/20/2004,122,Letter Bomb,Rare,"When Letter Bomb enters the battlefield, sign it and shuffle it into target player's library. That player reveals each card he or she draws until he or she draws Letter Bomb. When that player draws Letter Bomb, it deals 19½ damage to him or her.",{6},Artifact,,,6,Daniel Gelon,No
Unhinged,UNH,11/20/2004,123,Mana Screw,Uncommon,"{1}: Flip a coin. If you win the flip, add {C}{C} to your mana pool. Activate this ability only any time you could cast an instant.",{1},Artifact,,,1,Mike Raabe,No
Unhinged,UNH,11/20/2004,124,Mox Lotus,Rare,"{T}: Add {∞} to your mana pool.
{100}: Add one mana of any color to your mana pool.",{15},Artifact,,,15,Kevin Dobler,No
Unhinged,UNH,11/20/2004,125,My First Tome,Uncommon,"{1}, {T}: Say the flavor text on a card in your hand. Target opponent guesses that card's name. You may reveal that card. If you do and that player guessed wrong, you draw a card.",{3},Artifact,,,3,Heather Hudson,No
Unhinged,UNH,11/20/2004,126,Pointy Finger of Doom,Rare,"{3}, {T}: Spin Pointy Finger of Doom in the middle of the table so that it rotates completely at least once, then destroy the closest permanent the finger points to.",{4},Artifact,,,4,Martina Pilcerova,No
Unhinged,UNH,11/20/2004,127,Rod of Spanking,Uncommon,"{2}, {T}: Rod of Spanking deals 1 damage to target player. Then untap Rod of Spanking unless that player says ""Thank you, sir. May I have another?""",{1},Artifact,,,1,Mark Brill,No
Unhinged,UNH,11/20/2004,128,Time Machine,Rare,"{T}: Exile Time Machine and target nontoken creature you own. Return them to the battlefield at the beginning of your upkeep on your turn X in the next game you play with one of your opponents in this game, where X is the converted mana cost of the exiled creature.",{5},Artifact,,,5,John Avon,No
Unhinged,UNH,11/20/2004,129,Togglodyte,Uncommon,"Togglodyte enters the battlefield turned on.
Whenever a player casts a spell, toggle Togglodyte's ON/OFF switch.
As long as Togglodyte is turned off, it can't attack or block, and prevent all damage it would deal.",{3},Artifact,,,3,Dan Frazier,No
Unhinged,UNH,11/20/2004,130,Toy Boat,Uncommon,"Cumulative upkeep—Say ""Toy Boat"" quickly. (At the beginning of your upkeep, put an age counter on Toy Boat, then sacrifice it unless you say ""Toy Boat"" once for each age counter on it—without pausing between or fumbling it.)",{3},Artifact,,,3,Lars Grant-West,No
Unhinged,UNH,11/20/2004,131,Urza's Hot Tub,Uncommon,"{2}, Discard a card: Search your library for a card that shares a complete word in its name with the discarded card, reveal it, put it into your hand, then shuffle your library.",{2},Artifact,,,2,Stephen Tappin,No
Unhinged,UNH,11/20/2004,132,Water Gun Balloon Game,Rare,"As Water Gun Balloon Game enters the battlefield, each player puts a pop counter on a 0.
Whenever a player casts a spell, move that player's pop counter up 1.
Whenever a player's pop counter hits 5, that player creates a 5/5 pink Giant Teddy Bear creature token and resets all pop counters to 0.",{2},Artifact,,,2,Mark Brill,No
Unhinged,UNH,11/20/2004,133,World-Bottling Kit,Rare,"{5}, Sacrifice World-Bottling Kit: Choose a Magic set. Exile all permanents with that set's expansion symbol except for basic lands.",{5},Artifact,,,5,Alan Rabinowitz,No
Unhinged,UNH,11/20/2004,134,City of Ass,Rare,"City of Ass enters the battlefield tapped.
{T}: Add one and one-half mana of any one color to your mana pool.",,Land,,,0,John Avon,No
Unhinged,UNH,11/20/2004,135,R&D's Secret Lair,Rare,"Play cards as written. Ignore all errata.
{T}: Add {C} to your mana pool. (This mana is still added to your mana pool.)",,Land,,,0,John Avon,No
Unhinged,UNH,11/20/2004,141,Super Secret Tech,Rare,"Premium spells cost {1} less to cast.
Premium creatures get +1/+1.",{3},Artifact,,,3,Dan Frazier,No
Unglued,UGL,8/11/1998,1,Charm School,Uncommon,"As Charm School enters the battlefield, choose a color and balance Charm School on your head.
Prevent all damage that would be dealt to you by sources of the chosen color.
When Charm School falls off your head, sacrifice Charm School.",{2}{W},Enchantment,,,3,Kaja Foglio,No
Unglued,UGL,8/11/1998,2,The Cheese Stands Alone,Rare,"When you control no permanents other than The Cheese Stands Alone and have no cards in hand, you win the game.",{4}{W}{W},Enchantment,,,6,Randy Elliott,No
Unglued,UGL,8/11/1998,3,Double Dip,Common,"Choose another player. You gain 5 life. At the beginning of the first upkeep in your next game with that player, you gain 5 life.",{4}{W},Instant,,,5,D. Alexander Gregory,No
Unglued,UGL,8/11/1998,4,Get a Life,Uncommon,Target player and each of that player's teammates exchange life totals.,{W},Instant,,,1,Melissa A. Benson,No
Unglued,UGL,8/11/1998,5,"I'm Rubber, You're Glue",Rare,"When you speak in non-rhyming sentences, sacrifice I'm Rubber, You're Glue.
Say ""I'm rubber, you're glue. Everything bounces off me and sticks to you"": Change the target of target spell or ability that targets only you.",{W}{W},Enchantment,,,2,Claymore J. Flapdoodle,No
Unglued,UGL,8/11/1998,6,Knight of the Hokey Pokey,Common,"First strike
{1}{W}, Do the Hokey Pokey: Prevent all damage a source of your choice would deal to Knight of the Hokey Pokey this turn. (To do the Hokey Pokey, put your right foot in. Put your right foot out. Put your right foot in. Shake it all about. Repeat this process for your left foot, right arm, left arm, and whole self.)",{W}{W},Creature,2,2,2,Kev Walker,No
Unglued,UGL,8/11/1998,7,Lexivore,Uncommon,"Whenever Lexivore deals damage to a player, destroy target permanent other than Lexivore with the most lines of text in its text box. (If two or more cards are tied, target any one of them.)",{3}{W},Creature,2,3,4,Daniel Gelon,No
Unglued,UGL,8/11/1998,8,"Look at Me, I'm the DCI",Rare,Ban a card other than a basic land card for the rest of the match. (All cards with that name in any zone or sideboard are removed from the match.),{5}{W}{W},Sorcery,,,7,Mark Rosewater,No
Unglued,UGL,8/11/1998,9,Mesa Chicken,Common,"Stand up, Flap your arms, Cluck like a chicken: Mesa Chicken gains flying until end of turn.",{W}{W},Creature,2,2,2,Kev Walker,No
Unglued,UGL,8/11/1998,10,Miss Demeanor,Uncommon,"Flying, first strike
At the beginning of each other player's upkeep, you may compliment that player on his or her game play. If you don't, sacrifice Miss Demeanor.",{3}{W},Creature,3,1,4,Matthew D. Wilson,No
Unglued,UGL,8/11/1998,11,Once More with Feeling,Rare,"Exile all permanents and all cards from all graveyards. Each player shuffles his or her hand into his or her library, then draws seven cards. Each player's life total becomes 10. Exile Once More with Feeling.
DCI ruling — A deck can have only one card named Once More with Feeling.",{W}{W}{W}{W},Sorcery,,,4,Terese Nielsen,No
